playername,mvpr,marketvaluepound,season,age,lgrank,MP,starts,min,goal,assist,sh,sot,sotp,gsh,cmp,cmpp,crs,int,block,sca,passlive,drib,gca,gcapasslive,tkl,press,pressp,touches,succp,targ,rec,recp,miscon,fls,recov,aerialwonp
Patrick Herrmann,5459008.608,5850000,2019,27,5,24,10,1079,3,2,16.7,1.5,0.17,0,394,75.2,71,10,,37,28,1,4,3,19,152,28.3,629,69.2,533,427,80.1,10,16,78,36.8
Martin Harnik,1054475.167,1130000,2019,31,8,18,10,828,4,2,57.1,3.04,0.14,0,159,61.6,10,11,,23,18,1,5,2,13,203,28.6,370,50,464,274,59.1,28,17,56,36.7
Simone Zaza,14534400.46,15300000,2018,26,4,33,23,2074,13,2,49.1,3.44,0.07,0,186,64.8,5,11,,41,25,1,5,3,15,237,27,490,75,695,346,49.8,54,46,75,40.9
Mehdi Abeid,1649995.045,1800000,2020,26,13,25,20,1817,1,2,33,7,21.2,0,801,83.7,62,11,12,45,27,1,4,2,60,417,27.3,1176,54.5,854,759,88.9,14,55,194,42.4
Simon Terodde,1979994.054,2160000,2020,31,14,23,7,813,3,1,30.6,3.99,0.08,0,102,61.8,3,11,,14,11,1,3,3,13,217,24.9,288,40,391,170,43.5,17,25,41,45.3
Oliver Fink,209961.8695,225000,2019,36,10,18,13,1055,3,0,27.3,0.94,0.27,0,242,61.6,10,11,,22,19,1,3,2,45,417,23.7,560,62.5,490,348,71,23,25,101,45.5
Stiven Mendoza,3208323.699,3500000,2020,27,19,15,12,1101,5,0,23,9,39.1,0,264,70.4,20,11,24,20,14,1,3,2,18,265,25.7,574,58.7,569,413,72.6,42,21,72,29.6
Cristian Tello,3959988.109,4320000,2020,27,15,27,5,787,2,0,19,6,31.6,0,285,75.6,32,11,16,20,16,1,0,0,10,102,27.5,453,63.2,386,331,85.8,14,8,57,33.3
Chris Wood,15117254.61,16200000,2019,26,15,38,29,2588,10,2,58,23,39.7,0.17,406,66.1,13,12,,37,26,1,7,4,10,548,22.4,937,60.9,1548,725,46.8,106,28,106,45.6
Fabio Borini,5984753.129,6300000,2018,26,6,29,19,1610,2,3,38.9,2.01,0.06,0,643,76.6,58,12,,42,33,1,4,4,29,281,24.2,1080,51.7,801,708,88.4,25,19,152,39.4
Fabio Borini,5984753.129,6300000,2018,26,6,29,19,1610,2,3,38.9,2.01,0.06,0,643,76.6,58,12,,42,33,1,4,4,29,281,24.2,1080,51.7,801,708,88.4,25,19,152,39.4
Kévin Gameiro,6718779.825,7200000,2019,31,4,33,16,1612,6,1,35,14,40,0,334,77,10,12,28,49,42,1,6,4,11,400,19,614,46.7,848,469,55.3,40,11,59,29.3
Diego Costa,34198589.31,36000000,2018,28,2,15,13,1034,3,3,24,11,45.8,0,248,75.6,2,12,20,22,18,1,5,4,12,230,28.7,483,67.7,656,388,59.1,42,21,36,44.4
Érik Lamela,17099294.65,18000000,2018,25,3,26,8,902,2,2,18,5,27.8,0.11,367,79.3,26,12,,35,26,1,3,2,23,166,33.1,603,59.4,540,453,83.9,24,24,60,33.3
Christopher Nkunku,18476644.52,19800000,2019,20,1,22,13,1156,3,2,22.7,1.71,0.14,0,581,89.4,15,13,,38,31,1,6,4,16,305,27.9,811,61.7,767,630,82.1,20,21,94,52.6
Paul Lasne,1402495.789,1530000,2020,30,14,19,14,1224,2,1,15,5,33.3,0,540,82.4,11,13,13,31,26,1,2,2,24,270,25.6,784,87.5,681,599,88,16,15,109,48.4
Youssef Aït Bennasser,5039084.869,5400000,2019,22,17,13,12,1073,0,2,10,1,10,0,638,86.3,2,13,11,25,24,1,3,2,29,255,27.1,831,81.5,587,565,96.3,3,11,166,30.8
Oliver McBurnie,9899970.272,10800000,2020,23,9,36,24,2113,6,0,49,24,49,0.12,407,64.6,10,14,,28,23,1,2,0,35,619,24.2,933,56.8,1211,636,52.5,52,28,141,49.3
Thiago Alcántara,51297883.96,54000000,2018,26,1,19,12,1247,2,2,30.4,1.66,0.09,0,1190,90.9,15,14,,52,47,1,3,3,32,263,37.6,1455,74.3,1245,1181,94.9,9,24,139,47.2
Philipp Bargfrede,2992376.564,3150000,2018,28,11,27,23,1859,1,1,26.7,0.73,0.07,0,768,79.4,3,14,,19,16,1,2,2,56,383,35.2,1195,87.5,716,683,95.4,7,42,269,48.6
Kike,2519542.434,2700000,2019,28,12,30,15,1298,3,0,42,17,40.5,0,281,69.2,12,15,18,32,23,1,0,0,6,288,27.4,613,68.8,916,478,52.2,58,31,61,40.2
Gabriel Boschilia,3732655.458,4000000,2019,22,12,29,14,1319,4,4,42,18,42.9,0,422,76.2,65,15,15,58,34,1,8,6,29,389,25.2,761,59.1,669,491,73.4,31,19,112,6.7
Lukas Rupp,2992376.564,3150000,2018,26,3,21,15,1160,3,2,40,1.16,0.2,0,360,75,16,15,,34,31,1,5,3,36,314,23.9,666,51.7,524,414,79,27,32,128,6.3
Patrick Herrmann,4289987.118,4680000,2020,28,4,27,16,1453,6,6,37.5,2.48,0.15,0,375,70.9,65,15,,42,31,1,9,8,29,282,28.7,716,72.7,710,508,71.5,28,34,99,38.9
Levin Öztunalı,3847341.297,4050000,2018,21,14,25,21,1741,0,4,33.3,1.4,0,0,350,66.7,58,15,,39,31,1,6,4,23,331,26.6,785,35.1,719,523,72.7,55,29,132,40
Janik Haberer,8398474.781,9000000,2019,24,13,27,26,2340,1,3,28.6,0.73,0.14,0,741,84,12,15,,44,34,1,4,3,35,372,29.8,1106,67.9,871,710,81.5,22,34,231,37.4
Manuel Lanzini,13199960.36,14400000,2020,26,16,24,14,1379,0,2,23,7,30.4,0,674,84.5,42,15,,57,39,1,5,2,11,344,22.1,941,66.7,858,708,82.5,26,6,126,30
Iker Muniain,8549647.327,9000000,2018,24,16,14,7,784,4,2,17,10,58.8,0,362,83.2,14,15,11,28,19,1,3,2,10,233,19.3,552,46.4,512,437,85.4,17,5,53,16.7
Lukas Rupp,3847341.297,4050000,2018,26,3,21,15,1160,3,2,15,6,40,0.2,360,75,16,15,,34,31,1,5,3,36,314,23.9,666,51.7,524,414,79,27,32,128,6.3
Marius Wolf,6839717.862,7200000,2018,22,8,28,27,2363,5,8,42.9,0.76,0.14,0,543,83.8,19,16,,16,13,1,1,1,15,167,29.3,740,58.8,589,525,89.1,8,13,74,50
Emil Forsberg,21374118.32,22500000,2018,25,6,21,15,1370,2,2,23.5,2.23,0.03,1,466,73.7,89,16,,75,47,1,6,4,18,247,31.6,835,54.7,731,574,78.5,39,16,88,35.3
Romain Amalfitano,1679694.956,1800000,2019,28,18,32,30,2522,0,0,20,4,20,0,839,78.3,26,16,24,32,26,1,2,1,59,603,25,1395,57.1,1029,911,88.5,39,43,252,31.4
Iñigo Córdoba,3419858.931,3600000,2018,20,16,30,18,1454,1,1,19,4,21.1,0,353,65,71,16,37,35,26,1,4,3,43,460,23.9,796,53.8,683,532,77.9,38,16,123,35.5
Harry Wilson,15117254.61,16200000,2019,21,6,40,37,3171,15,3,54,19,35.2,0.13,453,74.5,35,17,,43,30,1,3,1,25,411,23.4,856,52.6,665,538,80.9,30,12,146,34.5
Maximilian Arnold,15117254.61,16200000,2019,24,6,33,33,2872,2,6,41.5,1.66,0.04,0,1105,75.2,132,17,,82,40,1,15,5,53,526,23.4,1775,75.9,1192,1050,88.1,19,45,325,31.7
Pablo Fornals,16499950.45,18000000,2020,23,16,36,24,2172,2,5,37,12,32.4,0.05,680,75.8,62,17,,48,38,1,9,9,42,597,26.1,1149,51.3,1055,786,74.5,22,18,187,15.5
Maximilian Arnold,9404612.06,9900000,2018,23,16,29,28,2454,2,0,33.3,1.21,0.06,0,1121,78.7,114,17,,71,46,1,3,2,54,521,28.8,1693,76,1147,1066,92.9,21,51,275,41.2
Isco,32999900.91,36000000,2020,27,1,23,15,1181,1,2,23,13,56.5,0,735,85.9,40,17,24,42,34,1,7,3,14,195,23.1,1002,63,986,849,86.1,24,15,80,23.8
Daniel Baier,329999.0091,360000,2020,35,15,23,22,1941,1,0,12.5,0.74,0.06,0,684,77.4,6,18,,32,27,1,4,3,35,318,23,1097,73.3,591,556,94.1,12,31,326,55.8
Sébastien Haller,37124888.52,40500000,2020,25,16,32,24,2266,7,1,55,27,49.1,0.13,522,68.1,8,21,,51,42,1,7,3,21,571,22.1,1062,63.2,1520,809,53.2,70,46,121,50.6
Glenn Murray,2519542.434,2700000,2019,34,17,38,30,2508,13,1,51,16,31.4,0.18,385,60.8,8,21,,30,21,1,1,1,14,781,19.2,941,66.7,1428,731,51.2,85,80,87,46.8
Santiago Ascacíbar,18809224.12,19800000,2018,20,7,29,27,2381,0,1,18.2,0.42,0,0,964,83.2,7,21,,24,17,1,1,0,70,682,31.8,1445,58.8,854,785,91.9,13,34,410,43.9
Mijat Gaćinović,7558627.303,8100000,2019,23,7,29,16,1626,0,1,4.5,1.22,0,0,427,70.2,27,21,,36,31,1,7,6,34,432,28,821,53.1,655,515,78.6,31,20,166,22.7
Daniel Baier,854964.7327,900000,2018,33,12,29,29,2538,0,2,17.9,0.99,0,0,1195,74.4,28,23,,62,47,1,6,4,60,461,29.1,1931,63.2,1139,1079,94.7,29,45,518,42.4
Will Hughes,11962464.08,13050000,2020,24,19,30,27,2252,1,1,27,3,11.1,0.04,676,73.5,69,24,,46,29,1,3,2,80,678,26.8,1260,80.6,839,693,82.6,31,53,267,47.2
Janik Haberer,4381694.255,4500000,2017,22,7,32,22,1952,3,4,35.7,1.38,0.05,1,725,70.7,12,26,,73,59,1,5,4,53,873,23.9,1413,60,1214,888,73.1,61,72,271,38.8
Janik Haberer,4274823.664,4500000,2018,23,15,33,31,2748,3,4,11.1,1.04,0.04,0,851,79.1,20,26,,74,63,1,8,5,70,566,21.9,1391,58.3,1012,849,83.9,29,48,299,48.9
Mario Götze,15389365.19,16200000,2018,25,4,23,19,1601,2,3,31.8,1.24,0.09,0,813,79.2,41,27,,65,52,1,4,4,45,423,35.7,1229,56.9,1095,916,83.7,31,25,174,25.9
Maxime Lopez,6839717.862,7200000,2018,19,4,24,14,1378,0,0,13,4,30.8,0,2031,89.9,66,31,26,81,63,1,7,6,46,529,26.8,2426,65.7,2041,1936,94.9,15,31,257,33.3
Romain Amalfitano,1709929.465,1800000,2018,27,11,33,31,2703,0,1,13,1,7.7,0,1129,80.6,20,31,30,53,44,1,5,4,46,532,26.1,1741,58.3,1208,1142,94.5,44,35,308,33.3
Ryan Fraser,5129788.396,5400000,2018,23,12,26,23,2004,5,3,31,13,41.9,0.16,696,69,138,32,,67,50,1,4,3,12,261,18,1218,26.3,940,822,87.4,25,6,171,26.3
Troy Deeney,6718779.825,7200000,2019,30,11,32,28,2545,9,5,61,28,45.9,0.13,522,62.4,16,35,,62,53,1,8,7,28,674,22.7,1158,33.3,1533,856,55.8,82,42,149,45.6
Will Hughes,15117254.61,16200000,2019,23,11,32,31,2418,2,4,31,8,25.8,0.06,773,76.8,21,37,,56,42,1,7,5,71,775,25.4,1414,48.8,1132,921,81.4,45,54,254,41.3
Marcel Sabitzer,25195424.34,27000000,2019,24,3,30,26,2352,4,3,27.4,2.37,0.06,0,865,70,64,40,,76,67,1,8,7,47,489,30.1,1558,56.3,1348,1078,80,44,27,231,25.6
Marco Olivieri,206249.3807,225000,2020,20,1,3,0,30,0,0,100,3,0,0,11,73.3,1,0,,0,0,0,0,0,1,13,15.4,22,100,21,19,90.5,2,3,0,
Giacomo Vrioni,329999.0091,360000,2020,20,5,4,1,87,0,1,100,7.5,0,0,2,100,0,0,,0,0,0,0,0,0,5,0,4,,5,4,80,2,1,0,
Andrea Favilli,5557270.763,5850000,2018,20,18,12,12,986,5,1,60,2.65,0,0,37,74,1,0,,4,4,0,1,1,0,30,33.3,70,33.3,91,53,58.2,4,7,9,83.3
Giampaolo Pazzini,268582.5268,293000,2020,34,9,14,1,262,4,0,50,2.75,0.13,3,44,75.9,1,0,,7,6,0,2,1,3,42,31,99,75,145,59,40.7,7,6,16,31
Łukasz Teodorczyk,1402495.789,1530000,2020,28,15,14,1,222,0,1,50,1.62,0,0,55,74.3,1,0,,6,6,0,2,2,8,79,22.8,109,57.1,114,74,64.9,3,11,18,45
Samuel Di Carmine,1154996.532,1260000,2020,30,9,21,16,1248,8,0,46.7,2.16,0.23,1,173,70.6,10,0,,19,13,0,2,1,3,199,28.1,374,71.4,594,270,45.5,28,32,47,40
Rabbi Matondo,7558627.303,8100000,2019,17,14,7,1,189,0,0,33.3,1.43,0,0,27,75,4,0,,4,4,0,0,0,2,74,12.2,56,42.9,61,42,68.9,5,3,10,14.3
Takumi Minamino,8249975.227,9000000,2020,24,1,24,13,1155,5,5,30,14,22.2,0.24,98,88.3,17,0,,3,2,0,0,0,4,63,31.7,156,50,169,130,76.9,9,7,11,50
Pedro,9899970.272,10800000,2020,22,10,4,0,63,0,0,20,7.14,0,0,14,73.7,0,0,,1,1,0,0,0,1,12,33.3,29,0,40,23,57.5,1,0,4,25
Danny Welbeck,7558627.303,8100000,2019,27,5,8,1,153,1,1,4,2,50,0.25,41,75.9,0,0,,7,7,0,1,1,3,45,17.8,78,42.9,99,56,56.6,5,3,12,36.4
Sergio Camello,2099618.695,2250000,2019,17,2,1,0,45,1,0,3,1,33.3,0,8,80,1,0,1,1,1,0,0,0,1,4,50,15,0,15,11,73.3,0,0,3,
George Hirst,371248.8852,405000,2020,20,2,16,13,1151,9,1,3,1,33,0,5,62,0,0,,2,0,0,0,0,0,3,0,14,,14,12,85,1,0,2,80
Jean-Victor Makengo,3419858.931,3600000,2018,19,8,5,2,246,0,0,2,1,50,0,95,89.6,5,0,1,0,0,0,0,0,3,45,22.2,145,61.1,135,119,88.1,6,4,15,50
Joe Willock,5039084.869,5400000,2019,18,5,2,1,64,0,0,2,0,0,0,12,100,0,0,,0,0,0,0,0,1,23,8.7,29,33.3,30,24,80,2,0,1,0
Leroy Sané,65999801.82,72000000,2020,23,2,2,1,68,0,0,2,0,0,0,6,85.7,0,0,,1,1,0,0,0,0,0,,9,,9,8,88.9,0,0,0,
Sam Surridge,419923.739,450000,2019,20,14,2,0,13,0,0,2,0,0,0,4,40,1,0,,0,0,0,0,0,0,17,17.6,20,50,36,17,47.2,4,1,1,50
Faustino Anjorin,1897494.302,2070000,2020,17,4,1,0,20,0,0,1,0,0,0,7,100,0,0,,0,0,0,0,0,1,2,50,12,100,11,8,72.7,0,0,1,
Janis Antiste,164999.5045,180000,2020,16,20,1,0,12,0,0,1,1,100,0,5,55.6,1,0,0,0,0,0,0,0,0,1,0,11,100,6,6,100,0,0,1,
Lee Kangin,16796949.56,18000000,2019,17,4,3,0,24,0,0,1,0,0,0,8,53.3,6,0,2,1,1,0,0,0,2,17,5.9,20,,19,15,78.9,2,2,2,
Leon Clarke,247499.2568,270000,2020,34,9,2,0,35,0,0,1,0,0,0,5,71.4,0,0,,0,0,0,0,0,0,17,29.4,11,,14,8,57.1,0,0,0,66.7
Thomas Doyle,247499.2568,270000,2020,17,2,1,0,16,0,0,1,1,100,0,19,100,0,0,,0,0,0,0,0,0,5,20,20,,19,19,100,0,0,1,
Yoshinori Mutō,4537486.375,4950000,2020,27,13,8,2,212,0,0,1,0,0,0,26,83.9,1,0,,3,3,0,0,0,3,52,25,51,85.7,80,35,43.8,6,2,9,14.3
Richairo Živković,545900.8608,585000,2019,21,12,21,15,1359,3,2,1,0,0,0,16,88.9,1,0,,2,2,0,0,0,2,39,33.3,31,33.3,56,23,41.1,4,1,2,10
Andrea Pinamonti,3419858.931,3600000,2018,18,4,1,0,14,0,0,0,6.43,0,0,4,100,0,0,,0,0,0,0,0,0,1,100,6,0,9,5,55.6,0,0,0,
Carles Pérez,8398474.781,9000000,2019,20,1,1,0,18,0,0,0,5,0,0,6,85.7,0,0,,0,0,0,0,0,0,4,0,10,100,9,8,88.9,0,0,0,
Daichi Kamada,2564894.198,2700000,2018,20,8,3,2,144,0,0,0,1.25,0,0,27,81.8,1,0,,2,2,0,0,0,0,34,23.5,43,50,67,33,49.3,2,2,6,20
Denilho Cleonise,824997.5227,900000,2020,17,17,4,0,47,0,0,0,1.91,0,0,7,100,0,0,,1,1,0,0,0,0,18,22.2,11,,18,8,44.4,0,2,1,0
Kévin Zohi,1899921.628,2000000,2018,20,15,1,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,1,,2,1,50,0,1,0,
Kieron Freeman,989997.0272,1080000,2020,27,9,2,0,7,0,0,0,0,,,2,100,0,0,,0,0,0,0,0,0,2,0,3,,4,2,50,1,1,1,0
Leonardo Pavoletti,3959988.109,4320000,2020,30,13,2,1,45,0,0,0,4,0,0,14,87.5,0,0,,1,1,0,0,0,0,4,25,25,,29,19,65.5,4,0,2,42.9
Lukas Rupp,2099618.695,2250000,2019,27,9,1,0,25,0,0,0,0,,,7,63.6,2,0,,1,1,0,0,0,1,3,33.3,18,,9,8,88.9,0,0,1,
Nathan N'Goumou,412498.7613,450000,2020,19,20,1,0,9,0,0,0,0,,0,1,100,0,0,0,0,0,0,0,0,0,3,33.3,2,,3,1,33.3,0,0,0,0
Roberto Piccoli,824997.5227,900000,2020,18,3,1,0,17,0,0,0,5.29,0,0,5,83.3,0,0,,1,1,0,0,0,0,5,60,9,,15,7,46.7,0,0,1,0
Sambou Sissoko,371248.8852,405000,2020,20,5,3,0,32,0,0,0,0,,0,3,50,0,0,0,0,0,0,0,0,0,12,25,10,,4,2,50,0,0,4,0
Sergio Camello,1897494.302,2070000,2020,18,3,2,0,25,0,0,0,0,,0,2,40,0,0,1,0,0,0,0,0,1,4,0,8,,12,7,58.3,1,0,0,100
Tim Lemperle,247499.2568,270000,2020,17,14,1,0,16,0,0,0,5.63,0,0,2,100,0,0,,0,0,0,0,0,0,4,0,7,0,7,4,57.1,0,0,3,
Mirko Antonucci,427482.3664,450000,2018,18,3,2,0,31,0,1,0,2.9,0,0,11,73.3,5,0,,2,2,0,1,1,1,4,50,20,,19,15,78.9,1,0,2,
Renato Sanches,15117254.61,16200000,2019,20,1,17,4,577,1,1,0,0,,0,7,87.5,0,0,0,0,0,0,0,0,0,1,100,10,,9,9,100,1,0,0,
Omar Marmoush,329999.0091,360000,2020,20,7,5,0,81,0,0,100,1.11,0,0,10,62.5,1,1,,1,1,0,0,0,0,19,21.1,33,14.3,23,19,82.6,1,2,10,0
Bobby Adekanye,433582.0314,473000,2020,20,4,11,0,188,1,0,80,2.39,0.2,0,41,89.1,1,1,,6,3,0,0,0,4,60,16.7,70,100,82,50,61,5,2,10,14.3
Mattia Destro,2939466.173,3150000,2019,27,10,17,5,493,4,1,58.3,2.19,0.33,0,49,54.4,5,1,,4,3,0,1,1,4,83,22.9,159,0,220,107,48.6,19,14,25,50
Sebastiano Esposito,9074972.75,9900000,2020,17,2,7,2,199,1,0,30,4.52,0,1,41,66.1,7,1,,6,4,0,0,0,3,79,30.4,103,25,112,65,58,6,7,13,11.1
Patrick Cutrone,14024957.89,15300000,2020,21,7,12,3,297,2,0,11,3,27.3,0.18,38,67.9,6,1,,2,1,0,0,0,6,95,27.4,105,55.6,173,60,34.7,10,5,25,19.2
Dušan Vlahović,1259771.217,1350000,2019,18,16,10,1,160,0,0,10,5.63,0,0,26,63.4,3,1,,4,4,0,0,0,1,37,18.9,78,66.7,83,55,66.3,8,5,11,22.2
Josip Drmić,2519542.434,2700000,2019,25,5,5,2,222,2,0,7,3,42.9,0.29,54,85.7,3,1,,4,4,0,2,2,0,28,14.3,80,50,100,61,61,3,4,11,37.5
Kalifa Coulibaly,2564894.198,2700000,2018,25,9,8,3,341,1,1,7,3,42.9,0,52,59.1,4,1,3,9,8,0,1,1,4,49,18.4,144,25,162,105,64.8,15,7,16,45.5
Adam Idah,1237496.284,1350000,2020,18,20,12,1,228,0,0,6,2,33.3,0,37,77.1,0,1,,1,1,0,0,0,4,36,25,88,0,113,61,54,11,2,12,30.8
Anthony Gordon,4124987.613,4500000,2020,18,12,11,4,440,0,1,6,1,16.7,0,97,78.2,8,1,,9,7,0,1,1,7,120,20,195,47.4,163,132,81,7,9,23,0
Gabriel Boschilia,9499608.141,10000000,2018,21,2,5,1,85,0,0,4,1,25,0,34,77.3,1,1,1,2,2,0,0,0,3,16,18.8,59,0,56,41,73.2,2,1,9,0
Facundo Ferreyra,5984753.129,6300000,2018,26,1,30,29,2466,21,3,3,1,33.3,0,32,68.1,2,1,3,2,1,0,0,0,4,40,12.5,75,,111,51,45.9,6,8,8,47.1
Imran Louza,251954.2434,270000,2019,19,12,1,1,88,0,0,1,0,0,0,37,80.4,2,1,0,4,3,0,0,0,1,21,28.6,48,,40,33,82.5,1,4,12,
Indiana Vassilev,206249.3807,225000,2020,18,17,4,0,51,0,0,1,0,0,0,8,72.7,0,1,,1,1,0,0,0,1,24,29.2,16,50,31,10,32.3,1,0,3,0
Nathan N'Goumou,466581.9323,500000,2019,18,16,1,1,70,0,0,1,0,0,0,24,82.8,0,1,1,1,1,0,0,0,1,13,15.4,40,66.7,40,29,72.5,1,1,5,0
Samuel Grandsir,2799491.594,3000000,2019,21,11,8,2,237,0,0,1,1,100,0,60,69.8,9,1,9,5,3,0,1,1,12,68,26.5,114,58.3,115,80,69.6,8,2,13,25
Isaac Success,4199237.39,4500000,2019,22,11,30,9,1052,1,1,1,1,100,0,14,66.7,2,1,,4,2,0,0,0,0,14,14.3,33,25,55,27,49.1,3,2,5,12.5
Kelvin Ofori,659998.0182,720000,2020,18,17,2,0,37,0,0,0,2.43,0,0,20,90.9,0,1,,0,0,0,0,0,0,4,50,31,0,30,26,86.7,2,0,4,33.3
Nassim Boujellab,824997.5227,900000,2020,20,12,11,3,419,0,0,0,1.29,0,0,118,80.3,0,1,,4,4,0,0,0,14,136,29.4,205,33.3,163,125,76.7,7,11,39,35
Nick Woltemade,824997.5227,900000,2020,17,16,5,1,92,0,0,0,0.98,0,0,17,81,0,1,,2,2,0,0,0,1,38,31.6,45,33.3,51,32,62.7,9,2,8,20
Jonathan de Guzmán,989997.0272,1080000,2020,31,9,8,0,87,0,1,0,1.03,0,0,79,76,14,1,,8,5,0,1,0,1,35,40,124,50,96,84,87.5,5,3,18,50
Marcel Risse,989997.0272,1080000,2020,29,14,6,0,132,0,2,0,0.68,0,0,35,50,16,1,,7,3,0,2,0,3,27,14.8,81,50,48,40,83.3,0,3,18,
Sarpreet Singh,839847.4781,900000,2019,19,6,25,22,1990,5,7,0,1.25,0,0,22,75.9,1,1,,1,1,0,0,0,1,17,29.4,33,,34,27,79.4,0,3,5,50
Florin Andone,5129788.396,5400000,2018,24,18,29,16,1636,7,3,52,19,36.5,0.13,182,61.7,16,2,,22,15,0,5,3,12,379,18.7,536,31.8,772,396,51.3,68,54,63,23
Nikola Kalinić,5609983.154,6120000,2020,31,5,15,6,571,5,1,44.4,2.84,0.28,0,103,76.3,0,2,,13,11,0,1,1,0,52,32.7,192,50,265,158,59.6,14,8,19,53.1
Matheus Cunha,10918017.22,11700000,2019,19,3,25,9,853,2,0,43.8,5.16,0,0,74,77.1,1,2,,13,7,0,1,0,7,109,21.1,156,63.6,176,110,62.5,12,9,26,40
Sergio Córdova,8549647.327,9000000,2018,19,12,26,3,586,2,1,43.8,2.46,0.13,0,111,74,9,2,,19,13,0,3,1,6,139,26.6,252,53.3,327,186,56.9,25,21,30,31
Salomon Kalou,1319996.036,1440000,2020,33,10,5,1,146,1,0,33.3,3.7,0.17,0,29,65.9,1,2,,1,1,0,1,1,3,33,30.3,75,25,71,49,69,7,4,12,16.7
Sergio Córdova,16796949.56,18000000,2019,20,15,20,3,531,3,0,33.3,2.03,0.25,0,101,76.5,5,2,,10,6,0,0,0,10,172,20.9,220,77.8,269,142,52.8,20,16,38,24.1
Anthony Ujah,1709929.465,1800000,2018,26,14,11,2,205,0,0,25,3.51,0,0,22,46.8,2,2,,7,5,0,0,0,4,59,35.6,74,,106,50,47.2,8,4,12,48.3
Dwight Gayle,7837476.466,8550000,2020,28,13,20,10,850,4,2,23,10,43.5,0.17,110,73.3,3,2,,12,7,0,2,2,13,118,28,243,80,302,161,53.3,18,6,25,33.3
Andy Carroll,3299990.091,3600000,2020,30,13,19,4,632,0,4,15,3,20,0,134,64.7,5,2,,20,19,0,7,7,7,82,31.7,320,62.5,403,232,57.6,28,17,43,56.1
Álex Alegría,683971.7862,720000,2018,24,15,9,8,625,0,1,14,2,14.3,0,110,71.4,2,2,5,10,6,0,2,1,5,193,16.6,256,33.3,317,183,57.7,31,9,14,48.5
Facundo Ferreyra,3359389.912,3600000,2019,27,1,5,3,284,1,0,7,6,85.7,0,74,65.5,4,2,7,9,9,0,0,0,6,97,18.6,172,60,308,116,37.7,17,25,26,39.5
Brandon,854964.7327,900000,2018,22,5,11,3,358,1,0,6,4,66.7,0,86,72.9,11,2,10,11,9,0,0,0,9,82,32.9,170,25,168,114,67.9,3,11,27,25
Jota,2887491.329,3150000,2020,28,17,10,4,335,0,1,6,1,16.7,0,73,74.5,2,2,,8,7,0,1,1,3,119,14.3,145,47.1,131,98,74.8,5,6,24,16.7
Gabriel Boschilia,3208323.699,3500000,2020,23,9,5,1,130,0,0,5,0,0,0,59,74.7,3,2,2,4,3,0,0,0,1,37,29.7,95,100,85,70,82.4,5,1,9,0
Cristian Benavente,2933324.525,3200000,2020,25,13,12,4,349,0,1,5,3,60,0,124,79.5,4,2,3,9,8,0,1,1,12,98,27.6,207,40,226,156,69,12,5,23,12.5
Deyverson,4124987.613,4500000,2020,28,8,5,3,204,0,1,4,1,25,0,34,50,3,2,6,5,4,0,2,1,0,44,15.9,96,66.7,116,70,60.3,10,7,14,60
Ruben Loftus-Cheek,19799940.54,21600000,2020,23,4,8,3,298,0,1,4,0,0,0,116,88.5,1,2,,2,2,0,1,1,0,21,47.6,145,100,147,116,78.9,2,2,23,20
Marcos Llorente,25195424.34,27000000,2019,23,3,7,6,540,0,0,2,2,100,0,344,92.5,0,2,7,7,7,0,1,1,16,115,26.1,429,55.6,332,321,96.7,1,15,58,40
Tahith Chong,5878932.347,6300000,2019,18,6,2,0,38,0,0,1,0,0,0,9,64.3,0,2,,2,2,0,0,0,0,15,26.7,20,33.3,23,17,73.9,2,2,2,0
Yacine Adli,5132401.255,5500000,2019,18,14,7,2,216,0,0,1,0,0,0,111,73.5,9,2,5,7,7,0,0,0,3,57,28.1,187,68.8,170,149,87.6,13,4,21,66.7
Christopher Nkunku,10259576.79,10800000,2018,19,1,20,6,633,4,0,58.3,3.41,0.17,0,323,90,10,3,,20,15,0,1,1,4,134,28.4,455,50,422,363,86,15,13,38,50
Fernando Llorente,3299990.091,3600000,2020,34,7,17,3,501,3,1,35.5,5.57,0.1,0,127,81.4,0,3,,19,14,0,2,1,1,108,25.9,237,55.6,340,196,57.6,11,11,15,54.9
Fernando Llorente,5984753.129,6300000,2018,32,3,16,1,238,1,0,28.6,2.65,0.14,0,56,67.5,0,3,,6,6,0,0,0,4,48,33.3,122,0,143,93,65,10,4,10,47.1
Divock Origi,16796949.56,18000000,2019,23,2,13,5,461,4,2,13,6,46.2,0.23,77,67,5,3,,8,7,0,1,1,6,83,26.5,177,53.3,192,127,66.1,12,2,29,33.3
Callum Robinson,5878932.347,6300000,2019,23,14,27,24,2037,10,3,13,3,23.1,0.08,117,75.5,15,3,,11,9,0,2,1,4,178,28.1,230,46.7,366,165,45.1,14,11,32,12.5
Luka Jović,26399920.73,28800000,2020,21,1,17,4,430,2,1,12,3,25,0,111,82.8,0,3,2,7,5,0,2,2,3,69,29,177,57.1,228,143,62.7,13,5,15,45.5
Lucas Pérez,4199237.39,4500000,2019,29,10,15,4,475,3,0,9,3,33.3,0,102,68.9,2,3,10,11,10,0,0,0,4,137,21.9,196,71.4,260,143,55,9,5,28,10
